id,medicament_id,medicament_interaction
8713,5778,"L'association avec un antimigraineux de la famille des triptans, un médicament contenant du lithium, du tramadol ou un produit de phytothérapie contenant du millepertuis doit être prudente car elle augmente le risque d'apparition d'un syndrome sérotoninergique (voir Effets indésirables possibles)."
8714,5778,"Informez par ailleurs votre médecin si vous prenez un médicament favorisant les torsades de pointes, un anticoagulant oral, de l'aspirine, un AINS, un diurétique, un antidépresseur imipraminique, un neuroleptique ou un médicament contenant de la sélégiline, de la phénytoïne, de la carbamazépine ou de l'oxcarbazépine."
8715,5779,"Informez votre médecin ou votre pharmacien en cas de traitement concomitant par ritonavir, itraconazole, kétoconazole ou nelfinavir."
8716,5783,L'efficacité du traitement peut être diminuée par la prise conjointe d'un médicament inducteur enzymatique.
8717,5787,"L'association à certains médicaments doit être prudente : érythromycine, itraconazole, kétoconazole, diltiazem."
8718,5787,"Il est préférable de ne pas administrer de vaccin pendant la durée du traitement : risque d'échec de la vaccination. En cas de nécessité, un vaccin peut être injecté soit avant la mise en route du traitement, soit 2 semaines après la fin du traitement (4 semaines en cas de vaccin vivant atténué)."
8719,5788,"Ce médicament ne doit pas être associé aux IMAO non sélectifs (MARSILID) : des délais précis doivent être respectés entre l'arrêt de l'IMAO et le début du traitement par ce médicament, et inversement."
8720,5788,"Il peut également interagir avec les IMAO sélectifs A et avec les médicaments contenant l'une des substances suivantes : adrénaline, noradrénaline, clonidine, guanfacine."
8721,5788,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un antidépresseur inhibiteur de la recapture de la sérotonine, un anticonvulsivant, un antihypertenseur, un médicament atropinique, sédatif ou contenant de la carbamazépine ou du baclofène."
8722,5791,Ce médicament peut interagir avec les médicaments contenant du fingolimod.
8723,5791,"Informez par ailleurs votre médecin si vous prenez un bêtabloquant, un médicament susceptible de provoquer des torsades de pointes, un atropinique."
8724,5794,"Ce médicament ne doit pas être associé aux anticoagulants oraux de la famille des antivitamines K, aux contraceptifs oraux, à certains anticonvulsivants (acide valproïque, éthosuximide, felbamate, fosphénytoïne, lamotrigine, oxcarbazépine, phénobarbital, pérampanel, phénytoïne, primidone, tiagabine, topiramate, valpromide, zonisamide), aux immunosuppresseurs (ciclosporine, évérolimus, sirolimus, tacrolimus), aux antiprotéases, à certains traitements anticancéreux (inhibiteurs des tyrosines kinases) et aux médicaments contenant de la digoxine, de la théophylline, du vérapamil, de l'irinotécan, du télaprévir, du daclastavir, du dasabuvir, de l'itraconazole, du voriconazole, du ticagrélor ou de l'oxycodone : risque de diminution des concentrations de ces médicaments par le millepertuis avec baisse de leur efficacité."
8725,5794,Il peut également interagir avec de nombreux autres médicaments. Signalez à votre médecin ou à votre pharmacien tout autre traitement en cours.
8726,5798,Ce médicament ne doit pas être associé à la floctafénine (qui n'est plus commercialisée en France) : risque d'augmentation de la gravité d'un éventuel choc allergique.
8727,5798,"Il peut interagir avec les inhibiteurs calciques (diltiazem, vérapamil, bépridil)."
8728,5798,"Informez par ailleurs votre médecin si vous prenez un antidiabétique, un AINS, un antidépresseur imipraminique, un neuroleptique, un corticoïde, un médicament donnant des torsades de pointes (quinidine, hydroquinidine, disopyramide...), un antihypertenseur (clonidine, guanfacine, moxonidine, rilménidine...) ou un médicament contenant l'une des substances suivantes : amiodarone, baclofène, ergotamine, fluvoxamine, lidocaïne injectable, méfloquine, phénobarbital, rifampicine, rizatriptan, alfuzosine, doxazosine, prazosine, tamsulosine, térazosine."
8729,5798,Les pansements digestifs peuvent diminuer l'absorption de ce médicament. Un délai d'au moins deux heures doit être respecté entre la prise de ce médicament et celle du pansement digestif.
8730,5800,Ce médicament ne doit pas être associé à la floctafénine (qui n'est plus commercialisée en France) : risque d'augmentation de la gravité d'un éventuel choc allergique.
8731,5800,"Il peut interagir avec les inhibiteurs calciques (diltiazem, vérapamil, bépridil)."
8732,5800,"Informez par ailleurs votre médecin si vous prenez un antidiabétique, un AINS, un antidépresseur imipraminique, un neuroleptique, un corticoïde, un médicament donnant des torsades de pointes (quinidine, hydroquinidine, disopyramide...), un antihypertenseur (clonidine, guanfacine, moxonidine, rilménidine...) ou un médicament contenant l'une des substances suivantes : amiodarone, baclofène, ergotamine, fluvoxamine, lidocaïne injectable, méfloquine, phénobarbital, rifampicine, rizatriptan, alfuzosine, doxazosine, prazosine, tamsulosine, térazosine."
8733,5800,Les pansements digestifs peuvent diminuer l'absorption de ce médicament. Un délai d'au moins deux heures doit être respecté entre la prise de ce médicament et celle du pansement digestif.
8734,5802,Ce médicament ne doit pas être associé à la floctafénine (qui n'est plus commercialisée en France) : risque d'augmentation de la gravité d'un éventuel choc allergique.
8735,5802,"Il peut interagir avec les inhibiteurs calciques (diltiazem, vérapamil, bépridil)."
8736,5802,"Informez par ailleurs votre médecin si vous prenez un antidiabétique, un AINS, un antidépresseur imipraminique, un neuroleptique, un corticoïde, un médicament donnant des torsades de pointes (quinidine, hydroquinidine, disopyramide...), un antihypertenseur (clonidine, guanfacine, moxonidine, rilménidine...) ou un médicament contenant l'une des substances suivantes : amiodarone, baclofène, ergotamine, fluvoxamine, lidocaïne injectable, méfloquine, phénobarbital, rifampicine, rizatriptan, alfuzosine, doxazosine, prazosine, tamsulosine, térazosine."
8737,5802,Les pansements digestifs peuvent diminuer l'absorption de ce médicament. Un délai d'au moins deux heures doit être respecté entre la prise de ce médicament et celle du pansement digestif.
8738,5803,Ce médicament ne doit pas être associé à la floctafénine (qui n'est plus commercialisée en France) : risque d'augmentation de la gravité d'un éventuel choc allergique.
8739,5803,"Il peut interagir avec les inhibiteurs calciques (diltiazem, vérapamil, bépridil)."
8740,5803,"Informez par ailleurs votre médecin si vous prenez un antidiabétique, un AINS, un antidépresseur imipraminique, un neuroleptique, un corticoïde, un médicament donnant des torsades de pointes (quinidine, hydroquinidine, disopyramide...), un antihypertenseur (clonidine, guanfacine, moxonidine, rilménidine...) ou un médicament contenant l'une des substances suivantes : amiodarone, baclofène, ergotamine, fluvoxamine, lidocaïne injectable, méfloquine, phénobarbital, rifampicine, rizatriptan, alfuzosine, doxazosine, prazosine, tamsulosine, térazosine."
8741,5803,Les pansements digestifs peuvent diminuer l'absorption de ce médicament. Un délai d'au moins deux heures doit être respecté entre la prise de ce médicament et celle du pansement digestif.
8742,5807,Ce médicament peut interagir avec les médicaments contenant du ritonavir.
8743,5807,Informez par ailleurs votre médecin si vous prenez un médicament contenant de l'itraconazole ou du kétoconazole.
8744,5811,Ce médicament peut interagir avec les médicaments contenant du ritonavir.
8745,5811,Informez par ailleurs votre médecin si vous prenez un médicament contenant de l'itraconazole ou du kétoconazole.
8746,5812,Ce médicament peut interagir avec les médicaments contenant du ritonavir.
8747,5812,Informez par ailleurs votre médecin si vous prenez un médicament contenant de l'itraconazole ou du kétoconazole.
8748,5814,Ce médicament peut interagir avec les médicaments contenant du ritonavir.
8749,5814,Informez par ailleurs votre médecin si vous prenez un médicament contenant de l'itraconazole ou du kétoconazole.
8750,5815,Ce médicament peut interagir avec les médicaments contenant du ritonavir.
8751,5815,Informez par ailleurs votre médecin si vous prenez un médicament contenant de l'itraconazole ou du kétoconazole.
8752,5816,Ce médicament peut interagir avec les médicaments contenant du ritonavir.
8753,5816,Informez par ailleurs votre médecin si vous prenez un médicament contenant de l'itraconazole ou du kétoconazole.
8754,5817,Ce médicament peut interagir avec les médicaments contenant du ritonavir.
8755,5817,Informez par ailleurs votre médecin si vous prenez un médicament contenant de l'itraconazole ou du kétoconazole.
8756,5818,Ce médicament peut interagir avec les médicaments contenant du ritonavir.
8757,5818,Informez par ailleurs votre médecin si vous prenez un médicament contenant de l'itraconazole ou du kétoconazole.
8758,5819,"Informez votre médecin si vous prenez un médicament inhibiteur enzymatique, tel que : ritonavir, kétoconazole, itraconazole, clarithromycine, télithromycine, atazanavir, indinavir, nelfinavir ou saquinavir."
8759,5823,Ce médicament ne doit pas être associé avec l'oxybate de sodium : risque de dépression respiratoire.
8760,5823,"Il peut interagir avec les antalgiques qui contiennent de la nalbuphine, de la buprénorphine, de la pentazocine, de la naltrexone ou du nalméfène."
8761,5823,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un médicament sédatif (notamment un tranquillisant ou un somnifère de la famille des benzodiazépines), un neuroleptique, un antidépresseur (tel que la duloxétine, la fluoxétine ou la paroxétine), un anticoagulant oral, un antiépileptique, ou un médicament contenant de la quinidine, du bupropion, du cinacalcet ou de la méthadone."
8762,5824,Ce médicament peut interagir avec les antibiotiques contenant de la flucloxacilline (disponibles uniquement à l'hôpital).
8763,5824,"En cas de traitement par un anticoagulant oral et par du paracétamol aux doses maximales (4 g par jour) pendant au moins 4 jours, une surveillance accrue du traitement anticoagulant sera éventuellement nécessaire."
8764,5824,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez des médicaments potentiellement toxiques pour le foie ou un médicament inducteur enzymatique tel que le phénobarbital, la phénytoïne, la carbamazépine, le topiramate ou la rifampicine."
8765,5828,"Ce médicament ne doit pas être associé avec les médicaments dopaminergiques, généralement utilisés dans la maladie de Parkinson, le syndrome des jambes sans repos ou les excès de prolactine ou avec un médicament contenant de la lévodopa : risque d'annulation réciproque de leurs effets."
